SNO,INSTCODE,NAME OF THE INSTITUTION,TYPE,INST_REG,new_dist,PLACE,COED,AFFL.,ESTD,A_REG,branch_code,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS
682,ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,Vizianagaram,CHEEPURUPALLI,COED,JNTUK,2001,AU,ECE,112179,123612,162123,174082,129421,174172,150148,175923,168784,170499,142236,142236,174989,174989,163874,163874,138983,137714
683,ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,Vizianagaram,CHEEPURUPALLI,COED,JNTUK,2001,AU,EEE,98201,98201,131822,131822,98201,98201,153003,172775,98201,173050,98201,98201,123792,123792,98201,98201,137883,123911
684,ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,Vizianagaram,CHEEPURUPALLI,COED,JNTUK,2001,AU,MEC,117763,117763,158693,158693,121727,175938,173666,173666,176156,176156,117763,117763,163674,163674,117763,117763,135416,151326
685,AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2005,AU,CSD,60119,64605,99183,99183,99409,101623,81719,122012,141282,141282,63885,64605,95308,95308,122039,132780,137064,169130
686,AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2005,AU,CSE,63362,63362,176795,176795,165512,165512,103755,103755,122341,130394,63362,63362,79047,82216,111420,111420,127188,149975
687,AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2005,AU,CSM,76016,76016,176650,176650,122549,122549,127521,127521,162901,173547,76016,88443,95235,95235,134434,135248,168850,160604
688,AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2005,AU,ECE,82894,82894,107771,107771,98557,107142,145898,145898,169790,169790,82894,82894,108205,108205,145445,147811,146451,156765
689,AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2005,AU,EEE,99356,99356,127791,137413,127911,138425,155699,172684,128440,149695,99356,99356,122822,145230,169886,169886,173919,134518
690,AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2005,AU,MEC,116327,141230,120879,143423,133389,141230,171146,171146,159660,159660,116327,141230,145764,145764,116327,174711,124302,149587
691,GGIB,GOKUL GROUP OF INSTITUTIONS,PVT,AU,Vizianagaram,BOBBILI,COED,JNTUV,2010,AU,CSD,97202,97202,140490,140490,97202,97202,97202,97202,97202,97202,97202,97202,97202,97202,97202,97202,132691,127227
692,GGIB,GOKUL GROUP OF INSTITUTIONS,PVT,AU,Vizianagaram,BOBBILI,COED,JNTUV,2010,AU,CSE,96563,116248,117870,117870,142024,146336,171934,171934,169559,169559,105176,126056,139996,139996,156024,152588,133763,136377
693,GGIB,GOKUL GROUP OF INSTITUTIONS,PVT,AU,Vizianagaram,BOBBILI,COED,JNTUV,2010,AU,MEC,160465,160465,160465,160465,160465,160465,160465,160465,160465,160465,160465,160465,160465,160465,160465,160465,147141,161871
694,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2007,AU,CIV,21917,21917,50306,50520,72762,72762,37078,46048,32595,58982,21917,21917,31439,77544,21917,21917,62292,62135
695,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2007,AU,CSE,7800,7800,25049,25049,21153,28542,9409,9409,7800,7800,29466,29466,7861,7861,14128,14128,14029,23851
696,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2007,AU,ECE,8474,8474,35182,35182,36811,48399,18233,18233,11822,18794,8474,8474,13673,13673,39363,39363,14981,12498
697,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2007,AU,EEE,15663,15663,55620,106149,79364,79364,56701,56701,61193,77909,59768,59768,51342,51342,44086,44086,51510,40366
698,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2007,AU,INF,17948,17948,61600,61600,49780,49780,23554,37303,22336,54442,17948,34468,17948,17948,43116,43116,35361,44792
699,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2007,AU,MEC,34867,34867,61919,141377,112993,137616,58504,81990,59137,71701,34867,135980,49644,54476,144996,144996,59135,115544
700,JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2007,AU,MET,17134,18633,154608,154608,42713,165041,119219,119219,117534,117534,20633,22359,62582,72034,107190,107190,100682,84356
701,LIET,LENDI INST OF ENGG AND TECHNOLOGY,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2008,AU,CIT,34051,34051,163798,176649,171913,171913,65122,65122,75416,75416,34051,34051,43916,47792,34051,66883,44118,53075
702,LIET,LENDI INST OF ENGG AND TECHNOLOGY,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2008,AU,CSE,27370,27370,154549,154549,154652,169353,55261,55261,71301,112568,29328,30636,36238,36238,169579,169579,42985,46726
703,LIET,LENDI INST OF ENGG AND TECHNOLOGY,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2008,AU,CSS,35208,35208,163373,163373,44582,44824,77524,104466,74309,74309,35208,35208,43393,45175,35208,82681,53530,66980
704,LIET,LENDI INST OF ENGG AND TECHNOLOGY,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2008,AU,ECE,33753,33753,166305,176612,169477,173333,76354,80713,84950,84950,36702,36702,46849,48588,161253,161253,55929,50068
705,LIET,LENDI INST OF ENGG AND TECHNOLOGY,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2008,AU,EEE,53204,53204,150795,165104,67251,67251,96160,96160,113413,113413,53204,63890,67391,67727,102554,102554,113323,104510
706,LIET,LENDI INST OF ENGG AND TECHNOLOGY,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2008,AU,MEC,73520,73520,87316,89861,87398,121644,129140,137901,166977,166977,87593,87593,82857,109228,96568,131965,172695,149980
707,MHRJ,MAHARAJAHS COLLEGE PHARMACY,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,AU,2004,AU,PHM,147944,172679,147944,172679,147944,172679,147944,172679,147944,172679,147944,172679,147944,172679,147944,172679,124478,127724
708,MRCL,MIRACLE EDNL SOC GROUP OF INSTNS,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2009,AU,AID,83647,83647,95978,113565,106797,106797,126076,126076,169239,169239,83647,83647,110226,110226,107359,134788,137124,106821
709,MRCL,MIRACLE EDNL SOC GROUP OF INSTNS,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2009,AU,CIV,111526,111526,151607,151607,134835,134835,159895,172853,111526,148859,111526,111526,136826,144498,155832,155832,142478,136142
710,MRCL,MIRACLE EDNL SOC GROUP OF INSTNS,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2009,AU,CSE,65534,65534,177668,177668,85815,85815,96226,96226,163588,163588,73272,73272,87606,90259,97195,97195,125051,156469
711,MRCL,MIRACLE EDNL SOC GROUP OF INSTNS,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2009,AU,ECE,70706,70706,159594,159594,93173,93173,130042,155595,167106,167106,83324,83324,90375,93162,130792,159054,174777,154438
712,MRCL,MIRACLE EDNL SOC GROUP OF INSTNS,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2009,AU,EEE,76267,97490,124217,130741,130802,130802,127436,127436,131735,131735,91072,99045,114690,114690,114858,114858,168645,168558
713,MRCL,MIRACLE EDNL SOC GROUP OF INSTNS,PVT,AU,Vizianagaram,BHOGAPURAM,COED,JNTUV,2009,AU,MEC,122488,134001,140668,140668,128756,134001,147062,162468,130543,134001,122488,134001,132296,166619,122488,149588,133050,149105
714,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,1997,AU,CHE,50950,50950,176626,176626,62603,165505,91302,151492,129778,129778,50950,50950,64980,64980,92955,128897,104287,143295
715,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,1997,AU,CIC,19744,19744,141236,141236,146279,146279,72309,72309,48816,82673,100195,100195,29014,29014,19744,111636,28679,38095
716,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,1997,AU,CIT,22686,24644,130526,156394,158691,166027,51432,51432,36491,56231,147149,147149,29846,37734,122690,122690,33943,37521
717,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,1997,AU,CIV,47505,50971,160737,162976,94037,94037,97702,132809,111635,117346,47505,50971,63995,76563,91556,91556,124735,76832
718,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,1997,AU,CSD,11273,18769,75938,79324,94288,103053,35977,39533,26930,30123,11273,18769,21522,22461,90743,90743,18550,31087
719,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,1997,AU,CSE,10134,10392,57767,57888,111711,111711,25727,25727,28362,28362,85375,85375,12651,14282,61453,61453,16478,17735
720,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,1997,AU,CSM,10453,10453,85881,105533,150304,150304,28141,33621,26448,26448,10453,10453,17269,18301,54206,121696,17847,18310
721,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,1997,AU,ECE,19208,19208,87414,105404,120786,143851,34717,34717,32586,37289,19208,114513,21445,21445,96811,96811,26561,25744
722,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,1997,AU,EEE,32842,32842,106705,164207,155591,169428,65014,70480,89618,89618,33956,33956,44782,52317,74170,74170,94027,87254
723,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,1997,AU,INF,20015,20015,120947,125386,152537,152537,49544,49544,52679,52679,20015,20434,24508,26207,119705,127803,34739,28535
724,MVRG,M V G R COLLEGE OF ENGINEERNG,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,1997,AU,MEC,45213,62120,154559,166004,163386,163386,78229,169872,107934,137906,45213,62120,76740,80308,105902,105902,96743,142686
725,SGVP,SATYA INST OF TECHNOLOGY AND MGMT,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2011,AU,AID,98174,98174,175913,175913,138492,138492,143114,170498,128227,128227,120560,120560,129884,138841,98174,98174,168969,166283
726,SGVP,SATYA INST OF TECHNOLOGY AND MGMT,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2011,AU,CIV,135322,135322,173917,173917,175917,175917,135322,153393,143796,143796,135322,135322,173710,174537,135322,135322,150190,161228
727,SGVP,SATYA INST OF TECHNOLOGY AND MGMT,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2011,AU,CSE,62457,64109,176887,176887,122726,122726,141398,141398,174526,174526,69401,69401,116207,121821,144402,168247,159212,149450
728,SGVP,SATYA INST OF TECHNOLOGY AND MGMT,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2011,AU,ECE,81979,84869,85652,127724,121554,121554,119668,134556,133151,175162,93715,115957,129923,129923,153289,149020,158879,169697
729,SGVP,SATYA INST OF TECHNOLOGY AND MGMT,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2011,AU,EEE,100978,100978,166539,168109,140929,148536,144655,158041,138224,163312,100978,109408,167286,167286,155557,155557,147949,151704
730,SGVP,SATYA INST OF TECHNOLOGY AND MGMT,PVT,AU,Vizianagaram,VIZIANAGARAM,COED,JNTUV,2011,AU,MEC,117674,117674,169551,169551,159482,159482,173452,173452,141088,158797,117674,117674,173399,173399,164559,164559,151363,157889
731,BVRM,BHIMAVARAM INST. OF ENGG. AND TECHNOLOGY,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,2007,AU,CSE,125128,156214,172797,172797,177742,177742,169347,175942,160274,160274,176414,176414,163108,163108,161760,161760,171104,175728
732,BVRM,BHIMAVARAM INST. OF ENGG. AND TECHNOLOGY,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,2007,AU,CSM,4652,137955,175104,175104,131892,139782,175055,175055,166711,166711,154437,154437,140580,140580,4652,141976,143213,141109
733,BVRM,BHIMAVARAM INST. OF ENGG. AND TECHNOLOGY,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,2007,AU,ECE,134705,134705,157153,157153,134705,134705,134705,134705,175690,175690,134705,134705,159621,159621,134705,134705,156924,157597
734,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,1989,AU,CIV,97285,120910,159329,163580,163997,163997,97285,120910,173970,173970,97285,153705,159852,159852,170266,170266,171529,145586
735,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,1989,AU,CSE,36420,36420,132401,132401,142597,142597,89943,109762,89595,89595,133694,133694,70455,70455,111959,111959,59202,47718
736,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,1989,AU,CSM,43753,43753,137746,137746,140757,155191,59924,61381,49868,83449,79786,79786,79083,79083,103218,103218,48637,83042
737,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,1989,AU,ECE,48079,48310,163715,163715,146098,172915,174305,174305,120264,120264,48079,155063,84029,84029,175797,175797,69113,69000
738,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,1989,AU,EEE,91681,91681,175501,175501,167258,167258,174675,174675,158652,158652,91681,91681,152426,153317,157694,157694,122196,133858
739,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,1989,AU,INF,60633,60633,167540,169912,165164,165417,121405,121405,116985,116985,174935,174935,86880,94335,120653,131480,79780,67486
740,CRRE,SIR C R R COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,1989,AU,MEC,95046,95046,175615,176422,168544,168544,150709,150709,151152,159143,95046,95046,166226,166226,95046,153099,140876,145686
741,CRRP,SIR C.R.REDDY COLLEGE OF PHARMACY,PVT,AU,Eluru,ELURU,COED,AU,2007,AU,PHM,159858,159858,159858,159858,159858,159858,159858,159858,159858,159858,159858,159858,159858,159858,159858,159858,136179,134667
742,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,2010,AU,AID,101294,101294,164959,177259,116910,164378,169739,169739,166657,166657,105071,105071,176017,176017,163675,163675,113439,98234
743,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,2010,AU,CIV,138882,138882,161093,165848,162953,162953,166969,166969,176882,176882,138882,138882,176187,176187,161743,161743,142884,157339
744,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,2010,AU,CSE,68656,68656,164408,165975,159520,173740,162513,167786,113760,113760,160631,160631,79385,151458,166210,166210,97273,84204
745,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,2010,AU,CSM,117834,117834,169770,169770,117834,117834,140282,160691,136737,160487,117834,117834,134346,160606,142297,176225,110782,103126
746,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,2010,AU,ECE,101222,101222,177470,177470,174949,174949,162603,163440,170521,170521,109589,133081,161553,161553,156090,156090,144763,121032
747,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,2010,AU,EEE,105291,127674,165383,165469,153404,154917,149796,149796,173185,173185,134557,134336,152753,159153,148389,177238,153617,149827
748,DNRE,DNR COLLEGE OF ENGG AND TECH,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,2010,AU,MEC,100640,100640,159030,168108,135037,135037,100640,147178,131639,131639,100640,100640,100640,157333,141193,141193,166756,154354
749,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,AID,93408,93408,166003,177168,176462,176462,157745,157745,132751,139349,93408,110677,118800,118800,161065,161065,131137,117570
750,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,CSD,104231,104231,164306,167810,104231,104231,132243,162362,166235,166235,104231,130304,148461,170508,152018,171105,135368,144966
751,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,CSE,85701,85701,154562,162752,160382,160382,155039,155039,118928,155819,95070,95070,116376,135364,163604,171372,109971,100409
752,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,ECE,136108,136108,177224,177224,137420,176913,169942,169942,175633,176218,173971,173971,165920,165920,148734,152587,147839,134643
753,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,EEE,128765,148023,160113,160113,168362,168362,161925,149347,161205,161205,145922,150700,144686,144686,153107,153107,145040,163930
754,ELRU,ELURU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,MEC,125692,143682,173222,173222,162647,163134,175687,175687,154486,172221,142636,142856,153162,153162,162205,164221,173037,162943
755,HITE,HELAPURI INST OF TECH AND SCIENCE,PVT,AU,Eluru,ELURU,COED,JNTUK,2009,AU,CIV,166110,166800,166110,166800,166110,166800,166110,166800,166110,166800,166110,166800,166110,166800,166110,166800,168262,169855
756,HITE,HELAPURI INST OF TECH AND SCIENCE,PVT,AU,Eluru,ELURU,COED,JNTUK,2009,AU,CSE,103046,103383,177184,177855,174805,174805,154531,154531,175684,175684,103046,103383,175747,175747,103046,103383,172101,170934
757,HITE,HELAPURI INST OF TECH AND SCIENCE,PVT,AU,Eluru,ELURU,COED,JNTUK,2009,AU,ECE,104729,115495,177800,177800,143885,114081,151221,151221,147049,148980,172494,172494,146965,148731,164637,160540,155880,171829
758,RCEE,RAMACHANDRA COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,AID,49639,49639,106291,106291,128875,128875,97749,97749,72982,79063,139855,139855,64171,64171,110473,110473,68750,70839
759,RCEE,RAMACHANDRA COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,CIV,89417,89417,151678,151678,165964,165964,133984,137505,145389,146855,89417,116232,107370,107370,150679,150679,107489,142005
760,RCEE,RAMACHANDRA COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,CSC,56233,56233,142710,142710,142456,153184,95534,95717,85095,85095,56233,86097,67658,70568,102773,102773,71110,60348
761,RCEE,RAMACHANDRA COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,CSE,46049,46049,94833,94833,163379,168935,91529,91529,71284,71284,64953,64953,81501,81501,71450,71450,54639,52365
762,RCEE,RAMACHANDRA COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,CSM,47452,47452,113464,115704,130504,130504,92591,128891,82258,82258,52234,52234,67546,67676,87826,87826,60751,64184
763,RCEE,RAMACHANDRA COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,CSO,65862,65862,151056,155660,152652,152652,114833,129387,97515,97955,78362,78362,84712,84712,144163,144163,78599,83305
764,RCEE,RAMACHANDRA COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,ECE,62176,62176,151899,161869,154948,162183,120193,147913,102380,102380,62176,71253,80143,84206,173074,175321,76260,77549
765,RCEE,RAMACHANDRA COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,EEE,83472,83472,162266,162558,164895,164895,157758,162612,110705,125606,83472,83472,91798,97471,113818,129939,97081,112735
766,RCEE,RAMACHANDRA COLLEGE OF ENGINEERING,PVT,AU,Eluru,ELURU,COED,JNTUK,2008,AU,MEC,77029,77029,176889,176889,174386,174386,150537,150537,128445,128445,89195,89195,168958,168958,168027,168027,112015,102102
767,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,AIM,43254,43254,141818,163080,137203,150099,73954,84481,97095,97095,95724,95724,62877,62877,130658,139821,49040,36241
768,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,CIC,53871,61970,156473,170042,58189,61970,106443,106443,105566,105566,53871,61970,87567,87567,117985,149557,55985,54624
769,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,CIV,93248,105423,173987,177266,177342,177342,120117,171056,142420,142420,93248,105423,154933,154933,93248,105423,116852,90990
770,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,CSD,49104,49104,149530,149530,161774,164936,81098,81098,86115,88941,49104,152627,76487,76487,86574,86574,47526,47307
771,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,CSE,27517,29928,135422,135422,163625,163625,154002,154002,68077,68077,118604,118604,58251,58676,128168,145629,39917,33109
772,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,CSM,41839,50796,171165,171165,144013,165981,92917,92917,101743,101743,49143,50796,75581,78677,84967,95921,46317,48037
773,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,CST,50867,50867,168319,168319,165398,165398,106152,106152,83137,83137,50867,50867,61752,61752,140443,140443,48568,46504
774,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,ECE,52852,57023,175271,175271,161337,161337,151881,151881,100880,122231,52852,57023,70809,70809,111841,111841,61205,59747
775,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,ECT,74875,74875,177089,177089,74875,74875,138245,161536,107373,107373,78467,78467,77315,88689,120199,138869,66755,73069
776,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,EEE,84650,84650,94896,175759,96677,96677,126785,126785,112149,163875,84650,84650,105197,105197,134101,134101,87707,100217
777,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,INF,49873,49873,165008,165008,173581,174855,139969,139969,87186,87186,99682,99682,65992,69783,128613,133660,55397,55687
778,SASI,SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING,PVT,AU,West Godavari,TADEPALLIGUDEM,COED,JNTUK,2002,AU,MEC,87034,87034,177334,177334,87034,87034,161851,161851,101867,161811,87034,87034,141771,141771,126695,126695,127447,131909
779,SCPB,SRI VISHNU COLLEGE OF PHARMACY,PVT,AU,West Godavari,BHIMAVARAM,COED,AU,1997,AU,PHD,139913,139913,139913,139913,139913,139913,139913,139913,139913,139913,139913,139913,139913,139913,139913,139913,114681,116258
780,SCPB,SRI VISHNU COLLEGE OF PHARMACY,PVT,AU,West Godavari,BHIMAVARAM,COED,AU,1997,AU,PHM,103318,159783,103318,159783,103318,159783,103318,159783,103318,159783,103318,159783,103318,159783,103318,159783,122994,132454
781,SRKR,S R K R ENGINEERING COLLEGE,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,1980,AU,AID,12872,12872,55456,63656,125307,161550,27447,27447,19163,19163,24730,24730,17784,17784,38190,38190,13257,11734
782,SRKR,S R K R ENGINEERING COLLEGE,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,1980,AU,AIM,10150,10723,42401,45285,133994,153738,20246,24185,14580,18113,14371,22758,14694,14694,26513,32198,11508,10533
783,SRKR,S R K R ENGINEERING COLLEGE,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,1980,AU,CIC,13570,13570,52763,76086,13729,13729,28287,36712,22203,22437,13570,13570,17893,17893,35581,38960,14704,15054
784,SRKR,S R K R ENGINEERING COLLEGE,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,1980,AU,CIV,67574,74602,139446,158827,163532,164098,115906,115906,94235,102822,100906,100906,83464,89427,102084,123356,72339,82890
785,SRKR,S R K R ENGINEERING COLLEGE,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,1980,AU,CSB,16860,16860,78058,78058,61141,138231,37260,37260,28714,28714,170453,170453,20184,26171,45680,61656,17738,15203
786,SRKR,S R K R ENGINEERING COLLEGE,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,1980,AU,CSE,7822,8504,26524,30983,79794,79794,13430,14524,11478,11478,8844,19290,10518,10518,27094,27094,9119,8897
787,SRKR,S R K R ENGINEERING COLLEGE,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,1980,AU,CSG,18416,18416,90326,92769,81524,96141,33379,36346,22843,28466,60419,60419,18416,21718,97507,97507,18455,16909
788,SRKR,S R K R ENGINEERING COLLEGE,PVT,AU,West Godavari,BHIMAVARAM,COED,JNTUK,1980,AU,ECE,13886,14365,53261,61696,111329,111329,25507,25507,23382,30433,20919,20919,19322,19322,36542,43592,14278,17373
